frame_index,time_sec,class_id,class_name,confidence,xmin,ymin,xmax,ymax,preprocess_ms,inference_ms,postprocess_ms,end_to_end_fps
855,42.675,1,mouse,0.384177,397.38,0.00,558.20,71.62,2.750,25.573,6.090,19.991
856,42.716,2,keyboard,0.884873,2.65,44.75,617.96,480.00,2.690,25.535,3.028,20.385
857,42.771,2,keyboard,0.905541,6.68,3.46,627.30,480.00,2.527,25.509,3.232,20.180
858,42.811,2,keyboard,0.913476,9.18,16.41,624.92,480.00,2.560,25.562,3.132,20.600
859,42.872,2,keyboard,0.892059,55.29,0.00,625.25,480.00,2.499,25.537,3.259,20.228
859,42.872,1,mouse,0.497813,0.27,329.15,47.64,471.01,2.499,25.537,3.259,20.228
860,42.914,2,keyboard,0.821927,16.10,0.00,624.13,476.04,2.603,25.728,3.056,20.554
860,42.914,1,mouse,0.466607,0.20,326.99,47.89,471.17,2.603,25.728,3.056,20.554
861,42.972,2,keyboard,0.850735,83.71,0.00,623.99,478.97,2.705,25.637,3.317,20.225
861,42.972,1,mouse,0.445878,0.11,302.16,45.61,469.13,2.705,25.637,3.317,20.225
862,43.013,2,keyboard,0.821605,68.33,0.00,622.47,476.20,2.555,25.559,3.097,20.600
862,43.013,1,mouse,0.366859,0.12,302.53,45.78,469.37,2.555,25.559,3.097,20.600
863,43.072,2,keyboard,0.810899,67.80,0.00,619.18,474.39,2.646,25.497,3.222,20.263
863,43.072,1,mouse,0.541762,0.17,301.50,45.83,468.81,2.646,25.497,3.222,20.263
864,43.113,2,keyboard,0.781325,69.98,0.00,618.95,476.32,2.587,25.766,2.941,20.643
864,43.113,1,mouse,0.417191,0.16,299.90,43.48,468.50,2.587,25.766,2.941,20.643
865,43.172,2,keyboard,0.804958,72.13,0.00,622.33,477.64,2.746,25.599,3.093,20.288
865,43.172,1,mouse,0.450242,0.13,300.27,45.85,470.10,2.746,25.599,3.093,20.288
866,43.213,2,keyboard,0.717903,106.95,0.00,635.22,475.43,2.579,25.555,2.925,20.670
866,43.213,1,mouse,0.359292,0.05,306.10,42.44,469.08,2.579,25.555,2.925,20.670
867,43.272,2,keyboard,0.769882,70.15,0.00,621.57,474.73,2.606,25.519,3.226,20.317
868,43.313,2,keyboard,0.775653,54.80,0.00,619.63,477.15,2.583,25.771,2.873,20.685
868,43.313,1,mouse,0.304195,0.00,307.26,36.48,469.69,2.583,25.771,2.873,20.685
869,43.371,2,keyboard,0.762952,58.56,0.00,618.46,477.03,2.520,25.623,3.131,20.343
870,43.412,2,keyboard,0.800862,55.17,0.00,623.30,477.02,2.562,25.528,3.014,20.748
871,43.471,2,keyboard,0.820439,60.24,0.00,602.88,470.47,2.746,25.580,3.195,20.353
872,43.512,2,keyboard,0.749884,86.77,0.00,609.05,475.68,2.594,25.589,2.955,20.772
873,43.571,2,keyboard,0.866546,17.70,0.00,598.89,474.41,2.653,25.554,3.290,20.387
874,43.612,2,keyboard,0.867372,7.44,0.00,609.32,476.36,2.564,25.534,3.021,20.794
875,43.673,2,keyboard,0.888337,15.29,0.00,603.91,476.56,2.778,25.554,3.194,20.401
876,43.713,2,keyboard,0.878439,7.21,0.00,616.19,476.08,2.572,25.480,2.974,20.738
877,43.773,2,keyboard,0.883817,21.47,6.37,586.60,474.15,2.533,25.535,3.165,20.349
878,43.814,2,keyboard,0.887632,8.71,0.00,591.56,474.10,2.563,25.743,2.980,20.720
879,43.872,2,keyboard,0.861426,12.15,13.66,593.05,475.54,2.527,25.565,3.242,20.400
879,43.872,2,keyboard,0.449032,513.17,0.00,640.00,139.68,2.527,25.565,3.242,20.400
880,43.914,2,keyboard,0.866331,44.48,10.69,579.19,476.17,2.545,25.577,2.956,20.723
880,43.914,2,keyboard,0.410015,514.60,0.00,640.00,112.60,2.545,25.577,2.956,20.723
880,43.914,1,mouse,0.260162,601.39,93.78,640.00,179.79,2.545,25.577,2.956,20.723
881,43.972,2,keyboard,0.891488,4.03,25.31,596.21,476.84,2.520,25.572,3.145,20.383
881,43.972,2,keyboard,0.336032,523.56,0.00,640.00,123.33,2.520,25.572,3.145,20.383
881,43.972,1,mouse,0.283181,599.96,214.72,639.97,287.90,2.520,25.572,3.145,20.383
882,44.013,2,keyboard,0.880571,20.14,16.13,597.94,476.81,2.537,25.570,2.941,20.745
882,44.013,2,keyboard,0.285387,512.97,0.00,640.00,124.07,2.537,25.570,2.941,20.745
883,44.071,2,keyboard,0.881743,48.64,24.40,587.98,477.53,2.725,25.578,3.175,20.384
884,44.112,2,keyboard,0.885279,50.38,27.34,587.66,477.12,2.589,25.553,2.937,20.795
885,44.172,2,keyboard,0.895712,22.89,33.57,572.96,478.21,2.696,25.620,3.179,20.402
886,44.214,2,keyboard,0.899908,1.62,38.88,572.04,477.38,2.534,25.556,2.986,20.746
886,44.214,1,mouse,0.385592,570.33,116.10,640.00,294.44,2.534,25.556,2.986,20.746
887,44.271,2,keyboard,0.898376,26.48,44.70,568.20,480.00,2.484,25.546,3.136,20.413
888,44.312,2,keyboard,0.898862,59.46,52.12,579.93,478.56,2.583,25.556,2.979,20.806
889,44.372,2,keyboard,0.902971,53.20,52.48,585.54,478.15,2.586,25.615,3.149,20.410
890,44.413,2,keyboard,0.916706,18.24,45.84,567.25,480.00,2.543,25.514,2.994,20.780
891,44.471,2,keyboard,0.903807,21.26,43.20,611.22,479.08,2.513,25.547,3.291,20.417
892,44.512,2,keyboard,0.910596,22.24,50.88,602.55,480.00,2.600,25.566,3.056,20.791
893,44.573,2,keyboard,0.915498,6.25,67.86,622.22,477.08,2.637,25.574,3.757,20.389
893,44.573,1,mouse,0.851890,337.65,10.17,501.77,86.71,2.637,25.574,3.757,20.389
894,44.614,2,keyboard,0.922497,19.93,77.72,614.67,479.10,2.562,25.512,3.201,20.736
894,44.614,1,mouse,0.684048,338.04,22.03,502.00,102.49,2.562,25.512,3.201,20.736
895,44.673,2,keyboard,0.897061,48.59,91.85,608.43,479.54,2.562,25.602,3.166,20.405
895,44.673,1,mouse,0.870539,337.93,39.45,503.65,116.01,2.562,25.602,3.166,20.405
896,44.714,1,mouse,0.891261,336.73,40.01,501.76,114.97,2.542,25.541,3.286,20.714
896,44.714,2,keyboard,0.882004,43.39,94.01,598.83,479.58,2.542,25.541,3.286,20.714
897,44.773,2,keyboard,0.897231,66.68,99.88,590.48,478.77,3.818,25.500,3.102,20.356
897,44.773,1,mouse,0.693428,333.29,44.00,502.61,116.75,3.818,25.500,3.102,20.356
898,44.814,2,keyboard,0.884376,62.78,96.96,591.37,479.60,2.591,25.562,2.972,20.731
898,44.814,1,mouse,0.580101,338.99,43.67,506.18,115.35,2.591,25.562,2.972,20.731
899,44.872,2,keyboard,0.892359,69.71,106.90,586.38,477.27,2.517,25.526,3.274,20.394
899,44.872,1,mouse,0.868738,336.22,48.71,504.06,120.17,2.517,25.526,3.274,20.394
899,44.872,1,mouse,0.282758,572.91,170.41,640.00,304.06,2.517,25.526,3.274,20.394
900,44.913,2,keyboard,0.885887,72.15,97.59,580.44,479.88,2.514,25.799,2.980,20.736
900,44.913,1,mouse,0.284427,336.05,45.23,506.91,115.22,2.514,25.799,2.980,20.736
901,44.972,2,keyboard,0.861962,67.33,92.47,576.97,479.25,2.503,25.594,3.362,20.390
901,44.972,1,mouse,0.351978,339.44,43.94,507.55,112.24,2.503,25.594,3.362,20.390
902,45.012,1,mouse,0.885365,343.72,43.47,512.24,110.90,2.587,25.534,2.913,20.763
902,45.012,2,keyboard,0.863057,77.29,96.20,584.14,477.21,2.587,25.534,2.913,20.763
903,45.072,1,mouse,0.915646,353.45,47.28,518.81,115.70,2.771,25.582,3.106,20.387
903,45.072,2,keyboard,0.861997,88.24,104.48,591.86,477.37,2.771,25.582,3.106,20.387
903,45.072,2,keyboard,0.337234,482.58,190.66,640.00,474.90,2.771,25.582,3.106,20.387
904,45.113,2,keyboard,0.874941,57.70,101.55,589.10,479.50,2.508,25.550,3.281,20.737
904,45.113,1,mouse,0.836235,353.23,50.65,521.28,116.60,2.508,25.550,3.281,20.737
905,45.177,2,keyboard,0.884784,82.42,107.33,584.57,480.00,2.826,25.742,3.378,20.265
905,45.177,1,mouse,0.462667,360.23,56.92,533.55,119.92,2.826,25.742,3.378,20.265
906,45.241,2,keyboard,0.890681,74.61,104.28,576.17,479.48,2.624,25.901,3.307,19.806
906,45.241,1,mouse,0.702676,366.51,54.74,534.72,117.91,2.624,25.901,3.307,19.806
907,45.282,2,keyboard,0.866281,46.51,107.47,572.87,480.00,2.598,25.543,2.988,20.176
907,45.282,1,mouse,0.742448,371.13,57.21,537.25,118.68,2.598,25.543,2.988,20.176
908,45.339,2,keyboard,0.892699,103.82,110.53,580.07,479.67,2.527,25.543,3.161,19.923
908,45.339,1,mouse,0.763400,373.22,62.86,544.53,122.12,2.527,25.543,3.161,19.923
909,45.380,2,keyboard,0.895545,98.07,111.42,581.32,479.83,2.610,25.736,2.965,20.348
909,45.380,1,mouse,0.448186,377.37,64.17,549.45,122.86,2.610,25.736,2.965,20.348
910,45.440,2,keyboard,0.896000,120.37,114.49,571.27,477.54,2.749,25.568,3.274,20.000
910,45.440,1,mouse,0.308049,378.82,70.34,551.55,128.64,2.749,25.568,3.274,20.000
911,45.481,2,keyboard,0.896787,121.33,115.50,573.50,480.00,2.558,25.595,3.120,20.415
911,45.481,1,mouse,0.306059,384.64,70.26,556.08,129.66,2.558,25.595,3.120,20.415
912,45.540,2,keyboard,0.872977,127.43,115.77,570.07,480.00,2.528,25.573,3.235,20.100
913,45.580,2,keyboard,0.858254,113.00,115.92,572.01,479.80,2.611,25.578,3.031,20.504
914,45.640,2,keyboard,0.867560,140.41,116.77,567.94,477.31,2.524,25.528,3.224,20.157
914,45.640,1,mouse,0.460020,389.01,74.52,558.19,130.15,2.524,25.528,3.224,20.157
915,45.680,2,keyboard,0.850932,129.55,114.96,561.07,480.00,2.548,25.511,3.166,20.555
915,45.680,1,mouse,0.427981,390.75,73.30,561.22,129.81,2.548,25.511,3.166,20.555
916,45.739,2,keyboard,0.889561,127.84,113.72,560.23,480.00,2.527,25.531,3.286,20.210
917,45.780,2,keyboard,0.861488,121.54,114.58,560.58,480.00,2.552,25.544,2.987,20.653
917,45.780,1,mouse,0.289861,388.92,72.64,557.42,125.79,2.552,25.544,2.987,20.653
918,45.840,2,keyboard,0.886901,121.96,114.90,565.88,480.00,2.685,25.556,3.306,20.252
918,45.840,1,mouse,0.253368,386.38,73.99,556.84,130.74,2.685,25.556,3.306,20.252
919,45.880,2,keyboard,0.897760,125.67,114.07,567.49,477.73,2.590,25.575,3.161,20.652
920,45.940,2,keyboard,0.879068,126.20,111.05,569.99,477.58,2.738,25.584,3.154,20.294
920,45.940,1,mouse,0.566160,391.72,63.59,558.16,124.52,2.738,25.584,3.154,20.294
921,45.981,2,keyboard,0.890508,125.62,105.83,569.22,480.00,2.619,25.598,2.899,20.682
921,45.981,1,mouse,0.473944,391.02,61.58,558.10,129.98,2.619,25.598,2.899,20.682
922,46.040,2,keyboard,0.849125,118.90,99.98,556.60,480.00,2.499,25.526,3.281,20.329
922,46.040,1,mouse,0.254181,388.11,53.98,557.84,132.17,2.499,25.526,3.281,20.329
923,46.080,2,keyboard,0.861180,119.51,99.13,564.24,480.00,2.586,25.535,2.871,20.722
923,46.080,1,mouse,0.257592,386.69,55.63,556.43,132.19,2.586,25.535,2.871,20.722
924,46.139,2,keyboard,0.877692,117.52,94.20,553.92,479.19,2.501,25.519,3.180,20.362
925,46.179,2,keyboard,0.874791,122.28,92.97,557.08,479.14,2.511,25.531,2.972,20.788
926,46.240,2,keyboard,0.870407,113.54,100.26,550.61,479.46,2.744,25.543,3.200,20.376
927,46.281,2,keyboard,0.889623,108.45,103.54,549.49,478.30,2.584,25.543,3.206,20.740
927,46.281,1,mouse,0.555653,383.77,59.01,550.20,119.42,2.584,25.543,3.206,20.740
928,46.340,2,keyboard,0.878283,121.19,94.06,551.88,480.00,2.674,25.479,3.274,20.376
928,46.340,1,mouse,0.331094,385.49,52.24,548.55,132.04,2.674,25.479,3.274,20.376
929,46.381,2,keyboard,0.838329,128.46,95.87,569.96,477.57,2.515,25.561,3.083,20.722
930,46.440,2,keyboard,0.879156,124.33,103.28,568.63,479.43,2.501,25.532,3.130,20.387
930,46.440,1,mouse,0.426726,393.38,59.92,559.52,136.84,2.501,25.532,3.130,20.387
931,46.480,2,keyboard,0.873175,124.87,104.59,569.22,479.78,2.563,25.755,2.866,20.751
931,46.480,1,mouse,0.605329,394.70,61.57,558.92,134.06,2.563,25.755,2.866,20.751
932,46.539,2,keyboard,0.894249,132.19,108.56,565.63,480.00,2.520,25.556,3.079,20.389
932,46.539,1,mouse,0.644320,392.78,63.96,557.87,123.99,2.520,25.556,3.079,20.389
933,46.580,2,keyboard,0.870719,126.78,106.81,569.53,479.88,2.544,25.556,3.057,20.801
933,46.580,1,mouse,0.653232,394.06,62.66,558.42,125.97,2.544,25.556,3.057,20.801
934,46.640,2,keyboard,0.882783,125.61,105.69,573.60,479.38,2.586,25.577,3.264,20.392
934,46.640,1,mouse,0.661789,396.49,61.09,562.47,129.72,2.586,25.577,3.264,20.392
935,46.681,2,keyboard,0.878700,121.68,102.24,575.81,479.31,2.522,25.720,3.339,20.727
935,46.681,1,mouse,0.438974,396.32,58.72,562.37,124.35,2.522,25.720,3.339,20.727
936,46.739,2,keyboard,0.886347,124.36,101.91,572.78,480.00,2.504,25.544,3.047,20.403
936,46.739,1,mouse,0.371744,389.53,58.34,558.61,136.48,2.504,25.544,3.047,20.403
937,46.780,2,keyboard,0.846710,126.66,107.83,569.74,477.52,2.563,25.795,2.981,20.782
937,46.780,1,mouse,0.517522,388.05,58.90,556.68,129.68,2.563,25.795,2.981,20.782
938,46.839,2,keyboard,0.873700,118.58,109.53,563.65,477.45,2.493,25.577,3.062,20.407
938,46.839,1,mouse,0.582105,385.55,62.20,552.69,124.90,2.493,25.577,3.062,20.407
939,46.880,2,keyboard,0.842353,121.00,108.06,560.58,477.38,2.576,25.524,3.001,20.801
939,46.880,1,mouse,0.466691,384.81,60.72,549.52,128.11,2.576,25.524,3.001,20.801
940,46.940,2,keyboard,0.887737,123.78,109.57,551.28,477.22,2.789,25.489,3.113,20.403
940,46.940,1,mouse,0.540027,380.83,62.96,545.64,122.03,2.789,25.489,3.113,20.403
941,46.981,2,keyboard,0.878467,111.62,110.48,553.04,477.60,2.530,25.747,2.967,20.747
941,46.981,1,mouse,0.375362,379.86,62.42,541.90,124.30,2.530,25.747,2.967,20.747
942,47.040,2,keyboard,0.893872,110.70,115.14,542.69,479.92,2.521,25.578,3.357,20.403
943,47.080,2,keyboard,0.920360,111.82,115.11,544.59,477.38,2.573,25.833,3.158,20.760
944,47.139,2,keyboard,0.886145,110.53,114.43,544.96,477.91,2.754,25.562,3.256,20.394
945,47.180,2,keyboard,0.898828,107.48,116.03,540.69,480.00,2.604,25.483,2.855,20.803
945,47.180,1,mouse,0.286439,369.28,75.23,534.87,139.67,2.604,25.483,2.855,20.803
946,47.240,2,keyboard,0.883049,103.07,119.10,534.37,479.90,2.762,25.497,3.290,20.408
946,47.240,1,mouse,0.569959,365.78,79.43,530.77,141.60,2.762,25.497,3.290,20.408
947,47.281,2,keyboard,0.865012,102.98,120.38,534.67,477.80,2.520,25.540,3.040,20.756
947,47.281,1,mouse,0.392609,358.59,78.94,528.15,150.07,2.520,25.540,3.040,20.756
948,47.339,2,keyboard,0.857371,100.01,125.73,534.09,477.79,2.553,25.500,3.138,20.425
949,47.379,2,keyboard,0.865707,94.74,129.04,522.93,477.56,2.501,25.539,3.054,20.843
949,47.379,1,mouse,0.521636,352.75,86.67,520.01,160.20,2.501,25.539,3.054,20.843
950,47.440,2,keyboard,0.880031,101.52,127.80,514.99,477.57,2.718,25.520,3.325,20.426
951,47.481,2,keyboard,0.903827,107.88,131.43,514.25,480.00,2.579,25.788,3.155,20.786
951,47.481,1,mouse,0.321413,341.20,86.81,511.54,156.77,2.579,25.788,3.155,20.786
952,47.539,2,keyboard,0.817051,112.74,122.44,496.08,479.77,2.752,25.557,3.123,20.425
953,47.580,2,keyboard,0.845717,116.43,132.06,476.01,479.45,2.632,25.573,3.056,20.819
953,47.580,1,mouse,0.291420,319.80,91.02,487.62,165.40,2.632,25.573,3.056,20.819
954,47.640,2,keyboard,0.762686,107.33,134.76,466.67,479.96,2.510,25.520,3.275,20.436
954,47.640,1,mouse,0.585064,310.20,93.89,476.96,151.68,2.510,25.520,3.275,20.436
955,47.680,2,keyboard,0.796739,106.03,139.21,460.91,478.02,2.545,25.466,3.072,20.799
955,47.680,1,mouse,0.461137,309.14,94.54,481.37,160.50,2.545,25.466,3.072,20.799
956,47.739,2,keyboard,0.881240,94.79,128.72,471.06,480.00,2.719,25.525,3.118,20.429
957,47.780,2,keyboard,0.815883,96.36,143.82,436.90,480.00,2.564,25.572,2.990,20.840
957,47.780,1,mouse,0.317358,292.30,98.19,464.11,163.82,2.564,25.572,2.990,20.840
958,47.840,2,keyboard,0.814208,84.06,126.71,434.33,477.62,2.730,25.569,3.390,20.433
959,47.881,2,keyboard,0.843387,87.76,133.81,437.19,480.00,2.522,25.799,3.232,20.764
959,47.881,1,mouse,0.386010,287.99,91.98,456.87,168.68,2.522,25.799,3.232,20.764
960,47.939,2,keyboard,0.821208,90.54,114.87,443.85,479.56,2.497,25.544,3.188,20.435
961,47.980,2,keyboard,0.855349,102.99,111.83,452.33,479.55,2.628,25.575,2.908,20.822
962,48.043,2,keyboard,0.844780,100.20,81.83,453.51,479.89,2.483,25.566,3.214,20.330
963,48.108,2,keyboard,0.853759,94.86,98.24,445.83,478.40,2.978,25.476,3.425,19.834
964,48.149,2,keyboard,0.791620,87.14,98.93,446.81,478.01,2.593,25.497,2.971,20.292
965,48.208,2,keyboard,0.787864,87.33,45.37,438.53,480.00,2.557,25.584,3.409,19.975
966,48.248,2,keyboard,0.729159,82.22,73.20,435.23,480.00,2.557,25.540,3.217,20.403
967,48.307,2,keyboard,0.871622,60.06,76.58,439.02,480.00,2.728,25.570,3.218,20.064
968,48.348,2,keyboard,0.861964,57.79,68.68,421.36,479.99,2.607,25.744,2.919,20.501
969,48.408,2,keyboard,0.849576,58.49,54.54,406.78,479.13,2.749,25.599,3.102,20.145
970,48.448,2,keyboard,0.830556,58.99,66.60,410.41,479.82,2.559,25.512,2.894,20.563
971,48.507,2,keyboard,0.828482,62.99,47.00,428.42,479.87,2.652,25.578,3.170,20.210
972,48.548,2,keyboard,0.685528,68.66,22.24,469.01,479.30,2.579,25.536,3.016,20.626
973,48.609,2,keyboard,0.842514,85.44,8.38,469.14,478.49,2.529,25.573,3.288,20.244
973,48.609,1,mouse,0.325130,0.21,88.39,46.68,251.57,2.529,25.573,3.288,20.244
974,48.649,2,keyboard,0.809689,96.30,22.59,477.70,476.96,2.552,25.544,3.196,20.609
975,48.709,2,keyboard,0.697147,142.42,68.74,432.62,478.54,2.559,26.078,3.067,20.266
975,48.709,1,mouse,0.687351,570.64,0.00,639.98,66.13,2.559,26.078,3.067,20.266
975,48.709,2,keyboard,0.289404,141.20,73.94,574.93,475.96,2.559,26.078,3.067,20.266
976,48.751,1,mouse,0.759495,569.94,0.00,639.92,65.73,2.514,25.568,3.065,20.597
976,48.751,1,mouse,0.505807,0.21,139.85,41.58,271.62,2.514,25.568,3.065,20.597
976,48.751,2,keyboard,0.499989,148.33,65.57,421.96,472.67,2.514,25.568,3.065,20.597
977,48.807,1,mouse,0.422002,562.07,0.00,640.00,94.22,2.509,25.538,3.174,20.303
978,48.845,,,,,,,,2.553,25.540,1.425,20.861
979,48.908,1,mouse,0.637079,544.12,0.00,640.00,98.34,2.861,25.498,3.258,20.386
980,48.950,1,mouse,0.647145,539.67,0.00,640.00,98.79,2.545,25.725,2.973,20.722
980,48.950,0,bottle,0.329019,317.62,0.01,524.96,89.40,2.545,25.725,2.973,20.722
980,48.950,2,keyboard,0.302904,109.75,73.71,638.69,480.00,2.545,25.725,2.973,20.722
981,49.008,1,mouse,0.425114,533.37,0.00,639.81,80.88,2.662,25.547,3.369,20.374
981,49.008,2,keyboard,0.370727,99.09,70.56,638.71,480.00,2.662,25.547,3.369,20.374
982,49.049,2,keyboard,0.529848,97.67,68.52,635.24,480.00,2.537,25.755,3.262,20.713
983,49.108,2,keyboard,0.498847,94.53,70.30,638.86,474.24,2.482,25.562,3.277,20.381
983,49.108,1,mouse,0.317248,527.89,0.00,639.76,83.40,2.482,25.562,3.277,20.381
984,49.149,2,keyboard,0.412012,96.54,63.59,637.40,475.38,2.537,25.738,3.103,20.708
985,49.206,2,keyboard,0.299316,95.01,50.47,633.58,474.74,2.496,25.528,3.093,20.386
986,49.247,2,keyboard,0.401367,93.56,43.54,634.07,476.18,2.550,25.540,3.035,20.814
987,49.307,2,keyboard,0.557820,87.15,45.88,631.36,478.76,2.518,25.527,3.230,20.403
988,49.347,2,keyboard,0.770746,78.87,48.45,632.46,475.45,2.525,25.536,2.954,20.817
989,49.408,2,keyboard,0.673231,60.42,59.89,634.89,478.17,2.725,25.533,3.120,20.412
989,49.408,1,mouse,0.342845,493.45,0.00,640.00,86.36,2.725,25.533,3.120,20.412
990,49.450,2,keyboard,0.721462,26.21,70.96,634.57,475.47,2.541,25.758,3.281,20.727
990,49.450,2,keyboard,0.371389,493.18,0.00,640.00,99.05,2.541,25.758,3.281,20.727
991,49.507,2,keyboard,0.854525,53.91,72.93,634.17,477.73,2.510,25.525,3.059,20.407
991,49.507,2,keyboard,0.287023,486.78,0.00,640.00,98.24,2.510,25.525,3.059,20.407
992,49.548,2,keyboard,0.819368,7.25,74.83,634.35,476.25,2.687,25.557,2.978,20.792
993,49.608,2,keyboard,0.774362,8.41,82.23,639.21,475.34,2.532,25.501,3.068,20.413
993,49.608,1,mouse,0.338808,486.75,0.00,640.00,127.75,2.532,25.501,3.068,20.413
994,49.649,2,keyboard,0.852519,6.64,85.57,636.19,475.58,2.567,25.505,2.951,20.777
994,49.649,0,bottle,0.440631,91.58,0.97,222.94,96.64,2.567,25.505,2.951,20.777
995,49.708,2,keyboard,0.739637,7.31,83.19,635.96,476.02,2.582,25.479,3.083,20.399
995,49.708,1,mouse,0.413768,487.99,0.00,640.00,128.41,2.582,25.479,3.083,20.399
995,49.708,0,bottle,0.295302,91.28,1.17,228.01,96.58,2.582,25.479,3.083,20.399
996,49.748,2,keyboard,0.823899,9.67,74.58,635.72,475.33,2.588,25.575,2.979,20.798
997,49.807,2,keyboard,0.777737,9.06,71.98,634.76,476.38,2.712,25.562,3.163,20.413
998,49.849,2,keyboard,0.819097,59.53,60.65,635.21,477.30,2.549,25.824,3.175,20.795
998,49.849,1,mouse,0.571247,494.80,0.00,640.00,96.89,2.549,25.824,3.175,20.795
999,49.908,2,keyboard,0.757849,61.51,71.76,636.24,474.35,2.756,25.494,3.196,20.419
1000,49.949,2,keyboard,0.757815,65.90,71.68,636.30,474.37,2.620,25.937,2.870,20.739
1000,49.949,1,mouse,0.271121,502.09,0.00,639.75,118.06,2.620,25.937,2.870,20.739
1000,49.949,2,keyboard,0.265233,503.55,0.00,640.00,116.86,2.620,25.937,2.870,20.739
1001,50.008,2,keyboard,0.763662,60.76,79.39,636.98,474.78,2.494,25.559,3.317,20.401
1001,50.008,1,mouse,0.605542,500.38,0.00,639.97,137.34,2.494,25.559,3.317,20.401
1002,50.048,2,keyboard,0.736206,46.20,84.00,638.09,474.39,2.605,25.521,2.888,20.805
1003,50.107,2,keyboard,0.870594,59.84,97.73,638.07,474.02,2.569,25.504,3.203,20.425
1004,50.147,2,keyboard,0.864866,11.56,92.91,637.00,474.65,2.528,25.530,2.989,20.855
1005,50.209,2,keyboard,0.853546,66.43,88.64,636.54,474.40,2.530,25.524,3.178,20.436
1005,50.209,1,mouse,0.403152,501.25,0.00,640.00,143.37,2.530,25.524,3.178,20.436
1006,50.250,2,keyboard,0.847872,78.91,90.33,635.29,473.67,2.519,25.798,3.320,20.721
1006,50.250,0,bottle,0.317926,112.44,0.38,250.12,98.37,2.519,25.798,3.320,20.721
1006,50.250,1,mouse,0.270198,178.50,95.21,347.56,171.38,2.519,25.798,3.320,20.721
1007,50.308,2,keyboard,0.810902,66.90,90.48,636.10,474.90,2.701,25.532,3.145,20.402
1007,50.308,1,mouse,0.504201,181.62,98.02,351.22,177.00,2.701,25.532,3.145,20.402
1008,50.350,2,keyboard,0.884487,35.63,84.27,636.82,475.53,2.623,25.584,2.973,20.763
1008,50.350,1,mouse,0.840157,517.93,0.00,640.00,138.75,2.623,25.584,2.973,20.763
1008,50.350,1,mouse,0.599750,180.73,96.85,356.71,178.02,2.623,25.584,2.973,20.763
1009,50.407,2,keyboard,0.909252,25.23,85.95,638.86,476.97,2.547,25.504,3.191,20.406
1009,50.407,1,mouse,0.883361,188.52,94.97,357.29,178.63,2.547,25.504,3.191,20.406
1009,50.407,1,mouse,0.863801,518.43,0.00,640.00,125.46,2.547,25.504,3.191,20.406
1010,50.449,2,keyboard,0.890562,4.46,64.65,637.40,478.07,2.572,25.541,2.984,20.788
1010,50.449,1,mouse,0.885489,188.57,94.90,356.08,179.49,2.572,25.541,2.984,20.788
1010,50.449,1,mouse,0.851586,517.55,0.00,640.00,135.00,2.572,25.541,2.984,20.788
1011,50.522,1,mouse,0.925296,191.08,93.11,360.12,184.30,2.858,25.492,3.296,20.112
1011,50.522,2,keyboard,0.856943,24.65,86.39,640.00,478.12,2.858,25.492,3.296,20.112
1012,50.586,1,mouse,0.944286,192.28,92.66,361.51,184.27,2.846,25.441,3.234,19.661
1012,50.586,2,keyboard,0.867802,0.00,201.79,638.54,477.62,2.846,25.441,3.234,19.661
1012,50.586,1,mouse,0.606977,524.65,0.00,640.00,136.79,2.846,25.441,3.234,19.661
1013,50.628,1,mouse,0.936391,195.59,91.50,363.00,182.74,2.559,25.529,3.101,20.004
1013,50.628,2,keyboard,0.767610,0.00,211.33,640.00,474.19,2.559,25.529,3.101,20.004
1014,50.686,1,mouse,0.869587,195.57,86.89,364.62,179.40,2.509,25.487,3.260,19.777
1014,50.686,1,mouse,0.626281,0.12,160.89,637.12,477.07,2.509,25.487,3.260,19.777
1014,50.686,2,keyboard,0.337418,2.24,40.99,633.90,477.70,2.509,25.487,3.260,19.777
1014,50.686,2,keyboard,0.290341,0.62,240.51,640.00,475.23,2.509,25.487,3.260,19.777
1015,50.727,1,mouse,0.940877,196.30,84.28,364.28,178.73,2.479,25.773,2.960,20.109
1015,50.727,2,keyboard,0.360178,0.00,51.73,628.13,477.69,2.479,25.773,2.960,20.109
1016,50.785,1,mouse,0.911540,201.10,83.11,370.72,176.90,2.500,25.560,3.159,19.872
1016,50.785,2,keyboard,0.282503,0.00,186.35,639.32,477.22,2.500,25.560,3.159,19.872
1016,50.785,2,keyboard,0.273756,0.00,328.51,638.46,476.31,2.500,25.560,3.159,19.872
1017,50.827,1,mouse,0.771004,188.80,83.58,372.45,176.92,2.555,25.800,2.973,20.210
1017,50.827,2,keyboard,0.756707,0.09,327.84,640.00,475.39,2.555,25.800,2.973,20.210
1017,50.827,1,mouse,0.450642,534.44,0.00,640.00,125.20,2.555,25.800,2.973,20.210
1017,50.827,2,keyboard,0.444632,0.00,178.23,639.50,477.54,2.555,25.800,2.973,20.210
1018,50.885,1,mouse,0.935829,207.02,79.67,374.41,172.92,2.494,25.542,3.147,19.940
1018,50.885,2,keyboard,0.306011,5.47,238.59,638.55,477.37,2.494,25.542,3.147,19.940
1018,50.885,2,keyboard,0.282377,2.30,322.38,640.00,476.14,2.494,25.542,3.147,19.940
1018,50.885,1,mouse,0.267312,539.56,0.12,640.00,126.64,2.494,25.542,3.147,19.940
1019,50.927,1,mouse,0.937777,205.33,79.28,374.29,172.46,2.482,25.773,2.996,20.296
